tick_idx,tick_ts,gt_label,vad_active,rgb,a30,a50,a70,eL,lx,ly,eR,rx,ry,eT,tx,ty,eO,ox,oy
161,1781507055454557568,Left,0,161_rgb.jpg,161_a30.jpg,161_a50.jpg,161_a70.jpg,0.902,361,457,0.000,677,411,0.000,462,645,0.184,355,373
162,1781507055704557568,Left,0,162_rgb.jpg,162_a30.jpg,162_a50.jpg,162_a70.jpg,0.937,335,446,0.008,800,439,0.000,449,645,0.302,309,367
163,1781507055954557568,Right,1,163_rgb.jpg,163_a30.jpg,163_a50.jpg,163_a70.jpg,0.000,306,393,0.875,749,461,0.000,377,645,0.098,748,381
164,1781507056204557568,Teleoperator,1,164_rgb.jpg,164_a30.jpg,164_a50.jpg,164_a70.jpg,0.000,306,393,0.000,678,409,1.000,532,785,0.004,528,94
165,1781507056454557568,Teleoperator,1,165_rgb.jpg,165_a30.jpg,165_a50.jpg,165_a70.jpg,0.000,306,393,0.000,678,406,1.000,532,700,0.059,531,94
166,1781507056704557568,Teleoperator,1,166_rgb.jpg,166_a30.jpg,166_a50.jpg,166_a70.jpg,0.000,306,393,0.000,667,405,0.471,531,788,0.004,527,96
167,1781507056954557568,Teleoperator,1,167_rgb.jpg,167_a30.jpg,167_a50.jpg,167_a70.jpg,0.000,313,398,0.000,676,411,1.000,498,645,0.776,573,106
168,1781507057204557568,Teleoperator,1,168_rgb.jpg,168_a30.jpg,168_a50.jpg,168_a70.jpg,0.000,313,398,0.000,678,415,1.000,447,645,1.000,447,110
169,1781507057454557568,Teleoperator,1,169_rgb.jpg,169_a30.jpg,169_a50.jpg,169_a70.jpg,0.000,309,398,0.000,680,415,1.000,515,667,0.043,528,577
170,1781507057704557568,Right,1,170_rgb.jpg,170_a30.jpg,170_a50.jpg,170_a70.jpg,0.000,304,389,0.894,696,416,0.000,377,645,0.294,746,322
171,1781507057954557568,Right,0,171_rgb.jpg,171_a30.jpg,171_a50.jpg,171_a70.jpg,0.000,304,391,0.894,696,417,0.000,377,645,0.294,745,323
172,1781507058204557568,Teleoperator,1,172_rgb.jpg,172_a30.jpg,172_a50.jpg,172_a70.jpg,0.000,306,391,0.000,682,414,0.404,531,834,0.000,0,0
173,1781507058454557568,Teleoperator,1,173_rgb.jpg,173_a30.jpg,173_a50.jpg,173_a70.jpg,0.000,305,391,0.000,681,414,0.467,530,837,0.000,0,0
174,1781507058704557568,Teleoperator,1,174_rgb.jpg,174_a30.jpg,174_a50.jpg,174_a70.jpg,0.000,305,391,0.000,680,413,0.463,532,836,0.000,0,0
175,1781507058954557568,Teleoperator,1,175_rgb.jpg,175_a30.jpg,175_a50.jpg,175_a70.jpg,0.000,305,391,0.000,681,412,0.400,533,829,0.000,0,0
176,1781507059204557568,Teleoperator,1,176_rgb.jpg,176_a30.jpg,176_a50.jpg,176_a70.jpg,0.000,305,391,0.000,678,414,0.451,531,818,0.000,0,0
177,1781507059454557568,Teleoperator,1,177_rgb.jpg,177_a30.jpg,177_a50.jpg,177_a70.jpg,0.000,305,391,0.000,679,413,0.275,530,840,0.000,0,0
178,1781507059704557568,Teleoperator,1,178_rgb.jpg,178_a30.jpg,178_a50.jpg,178_a70.jpg,0.000,303,390,0.000,678,415,0.314,532,839,0.000,0,0
179,1781507059954557568,Teleoperator,1,179_rgb.jpg,179_a30.jpg,179_a50.jpg,179_a70.jpg,0.031,328,463,0.000,679,414,0.376,531,833,0.024,302,440
180,1781507060204557568,Left,0,180_rgb.jpg,180_a30.jpg,180_a50.jpg,180_a70.jpg,0.890,327,472,0.000,677,413,0.000,509,645,0.459,304,410
181,1781507060454557568,Left,0,181_rgb.jpg,181_a30.jpg,181_a50.jpg,181_a70.jpg,0.753,307,453,0.016,802,443,0.000,487,645,0.624,260,427
182,1781507060704557568,Left,0,182_rgb.jpg,182_a30.jpg,182_a50.jpg,182_a70.jpg,0.671,306,448,0.027,803,442,0.000,512,645,0.651,261,437
183,1781507060954557568,Others,0,183_rgb.jpg,183_a30.jpg,183_a50.jpg,183_a70.jpg,0.227,307,473,0.082,783,500,0.000,572,645,0.404,328,516
184,1781507061204557568,Others,0,184_rgb.jpg,184_a30.jpg,184_a50.jpg,184_a70.jpg,0.294,306,473,0.063,797,493,0.000,538,645,0.439,303,505
185,1781507061454557568,Left,0,185_rgb.jpg,185_a30.jpg,185_a50.jpg,185_a70.jpg,0.702,307,455,0.027,801,437,0.000,514,645,0.675,277,442
186,1781507061704557568,Left,0,186_rgb.jpg,186_a30.jpg,186_a50.jpg,186_a70.jpg,0.745,306,462,0.027,801,460,0.000,513,645,0.631,276,442
187,1781507061954557568,Left,0,187_rgb.jpg,187_a30.jpg,187_a50.jpg,187_a70.jpg,0.910,310,456,0.031,686,409,0.000,568,647,0.698,304,410
188,1781507062204557568,Left,0,188_rgb.jpg,188_a30.jpg,188_a50.jpg,188_a70.jpg,0.922,306,456,0.020,767,429,0.000,555,645,0.631,258,403
189,1781507062454557568,Left,0,189_rgb.jpg,189_a30.jpg,189_a50.jpg,189_a70.jpg,0.722,363,452,0.027,809,440,0.000,377,645,0.039,375,269
190,1781507062704557568,Left,0,190_rgb.jpg,190_a30.jpg,190_a50.jpg,190_a70.jpg,0.925,328,440,0.000,680,390,0.000,459,645,0.361,310,352
191,1781507062954557568,Others,0,191_rgb.jpg,191_a30.jpg,191_a50.jpg,191_a70.jpg,0.325,321,465,0.043,768,487,0.000,543,648,0.482,310,497
192,1781507063204557568,Right,0,192_rgb.jpg,192_a30.jpg,192_a50.jpg,192_a70.jpg,0.027,322,459,0.902,734,443,0.000,478,645,0.188,748,358
193,1781507063454557568,Right,0,193_rgb.jpg,193_a30.jpg,193_a50.jpg,193_a70.jpg,0.008,325,416,0.879,733,442,0.000,377,645,0.133,751,359
194,1781507063704557568,Left,0,194_rgb.jpg,194_a30.jpg,194_a50.jpg,194_a70.jpg,0.918,362,433,0.000,676,408,0.000,447,645,0.204,337,348
195,1781507063954557568,Left,0,195_rgb.jpg,195_a30.jpg,195_a50.jpg,195_a70.jpg,0.922,362,433,0.000,680,414,0.000,459,645,0.216,341,348
196,1781507064204557568,Left,0,196_rgb.jpg,196_a30.jpg,196_a50.jpg,196_a70.jpg,0.859,321,452,0.004,716,413,0.000,528,645,0.584,306,411
197,1781507064454557568,Left,0,197_rgb.jpg,197_a30.jpg,197_a50.jpg,197_a70.jpg,0.886,321,431,0.000,678,413,0.000,493,645,0.494,276,372
198,1781507064704557568,Left,0,198_rgb.jpg,198_a30.jpg,198_a50.jpg,198_a70.jpg,0.690,323,431,0.004,726,413,0.000,480,645,0.686,227,392
199,1781507064954557568,Left,0,199_rgb.jpg,199_a30.jpg,199_a50.jpg,199_a70.jpg,0.784,322,438,0.004,766,441,0.000,485,645,0.592,242,394
200,1781507065204557568,Right,0,200_rgb.jpg,200_a30.jpg,200_a50.jpg,200_a70.jpg,0.443,362,465,0.827,738,470,0.000,452,645,0.161,808,431
201,1781507065454557568,Right,0,201_rgb.jpg,201_a30.jpg,201_a50.jpg,201_a70.jpg,0.345,360,460,0.804,733,464,0.000,396,645,0.090,749,403
202,1781507065704557568,Left,0,202_rgb.jpg,202_a30.jpg,202_a50.jpg,202_a70.jpg,0.922,345,469,0.000,676,410,0.000,516,645,0.439,320,405
203,1781507065954557568,Left,0,203_rgb.jpg,203_a30.jpg,203_a50.jpg,203_a70.jpg,0.690,323,445,0.027,800,448,0.000,507,645,0.686,256,419
204,1781507066204557568,Left,0,204_rgb.jpg,204_a30.jpg,204_a50.jpg,204_a70.jpg,0.749,321,439,0.071,766,456,0.000,490,645,0.631,244,399
205,1781507066454557568,Left,0,205_rgb.jpg,205_a30.jpg,205_a50.jpg,205_a70.jpg,0.729,321,428,0.098,767,465,0.000,486,645,0.631,242,385
206,1781507066704557568,Right,0,206_rgb.jpg,206_a30.jpg,206_a50.jpg,206_a70.jpg,0.016,321,427,0.769,734,436,0.000,377,645,0.039,750,343
207,1781507066954557568,Right,0,207_rgb.jpg,207_a30.jpg,207_a50.jpg,207_a70.jpg,0.004,321,422,0.702,732,444,0.000,377,645,0.016,721,327
208,1781507067204557568,Right,0,208_rgb.jpg,208_a30.jpg,208_a50.jpg,208_a70.jpg,0.008,321,441,0.733,734,446,0.000,377,645,0.016,734,336
209,1781507067454557568,Left,0,209_rgb.jpg,209_a30.jpg,209_a50.jpg,209_a70.jpg,0.886,327,460,0.278,746,450,0.000,471,645,0.176,312,388
210,1781507067704557568,Right,0,210_rgb.jpg,210_a30.jpg,210_a50.jpg,210_a70.jpg,0.000,304,390,0.871,732,461,0.000,377,645,0.137,750,370
211,1781507067954557568,Right,0,211_rgb.jpg,211_a30.jpg,211_a50.jpg,211_a70.jpg,0.000,306,395,0.875,730,461,0.000,377,645,0.133,747,370
212,1781507068204557568,Right,0,212_rgb.jpg,212_a30.jpg,212_a50.jpg,212_a70.jpg,0.000,303,392,0.863,732,460,0.000,377,645,0.122,743,370
213,1781507068454557568,Others,0,213_rgb.jpg,213_a30.jpg,213_a50.jpg,213_a70.jpg,0.075,303,427,0.035,766,481,0.000,446,645,0.129,521,95
214,1781507068704557568,Left,0,214_rgb.jpg,214_a30.jpg,214_a50.jpg,214_a70.jpg,0.741,303,431,0.192,750,486,0.000,477,645,0.675,224,387
215,1781507068954557568,Left,0,215_rgb.jpg,215_a30.jpg,215_a50.jpg,215_a70.jpg,0.831,306,443,0.024,784,488,0.000,474,645,0.608,238,394
216,1781507069204557568,Left,0,216_rgb.jpg,216_a30.jpg,216_a50.jpg,216_a70.jpg,0.767,306,448,0.071,783,489,0.000,479,645,0.659,239,416
217,1781507069454557568,Left,0,217_rgb.jpg,217_a30.jpg,217_a50.jpg,217_a70.jpg,0.847,307,450,0.035,783,491,0.000,477,645,0.655,241,408
218,1781507069704557568,Teleoperator,1,218_rgb.jpg,218_a30.jpg,218_a50.jpg,218_a70.jpg,0.067,310,448,0.000,679,415,0.337,530,836,0.063,261,430
219,1781507069954557568,Teleoperator,1,219_rgb.jpg,219_a30.jpg,219_a50.jpg,219_a70.jpg,0.000,308,401,0.000,677,413,0.404,531,837,0.000,0,0
220,1781507070204557568,Teleoperator,1,220_rgb.jpg,220_a30.jpg,220_a50.jpg,220_a70.jpg,0.000,307,398,0.000,671,414,0.157,531,845,0.000,0,0
221,1781507070454557568,Teleoperator,1,221_rgb.jpg,221_a30.jpg,221_a50.jpg,221_a70.jpg,0.000,307,397,0.000,662,411,0.533,532,842,0.000,0,0
222,1781507070704557568,Teleoperator,1,222_rgb.jpg,222_a30.jpg,222_a50.jpg,222_a70.jpg,0.000,306,396,0.000,677,414,0.345,530,843,0.000,0,0
223,1781507070954557568,Teleoperator,1,223_rgb.jpg,223_a30.jpg,223_a50.jpg,223_a70.jpg,0.000,304,392,0.000,677,413,0.357,531,827,0.000,0,0
224,1781507071204557568,Teleoperator,1,224_rgb.jpg,224_a30.jpg,224_a50.jpg,224_a70.jpg,0.000,304,392,0.000,677,413,0.357,531,838,0.000,0,0
225,1781507071454557568,Teleoperator,1,225_rgb.jpg,225_a30.jpg,225_a50.jpg,225_a70.jpg,0.000,303,391,0.000,660,411,0.592,533,662,0.012,531,505
226,1781507071704557568,Teleoperator,1,226_rgb.jpg,226_a30.jpg,226_a50.jpg,226_a70.jpg,0.000,302,389,0.000,660,411,0.545,531,799,0.000,0,0
227,1781507071954557568,Teleoperator,1,227_rgb.jpg,227_a30.jpg,227_a50.jpg,227_a70.jpg,0.000,300,385,0.000,669,409,0.533,535,832,0.000,0,0
228,1781507072204557568,Teleoperator,1,228_rgb.jpg,228_a30.jpg,228_a50.jpg,228_a70.jpg,0.000,300,385,0.000,667,407,0.188,530,842,0.000,0,0
229,1781507072454557568,Teleoperator,1,229_rgb.jpg,229_a30.jpg,229_a50.jpg,229_a70.jpg,0.000,300,385,0.000,670,409,0.420,532,776,0.004,523,97
230,1781507072704557568,Teleoperator,1,230_rgb.jpg,230_a30.jpg,230_a50.jpg,230_a70.jpg,0.000,298,384,0.000,658,396,1.000,515,768,0.008,519,96
231,1781507072954557568,Teleoperator,1,231_rgb.jpg,231_a30.jpg,231_a50.jpg,231_a70.jpg,0.000,286,389,0.000,652,385,0.239,531,841,0.000,0,0
232,1781507073204557568,Teleoperator,1,232_rgb.jpg,232_a30.jpg,232_a50.jpg,232_a70.jpg,0.000,277,387,0.000,652,385,0.482,530,785,0.016,529,109
233,1781507073454557568,Left,1,233_rgb.jpg,233_a30.jpg,233_a50.jpg,233_a70.jpg,0.898,327,424,0.000,655,384,0.000,377,645,0.180,314,342
234,1781507073704557568,Teleoperator,1,234_rgb.jpg,234_a30.jpg,234_a50.jpg,234_a70.jpg,0.000,300,386,0.000,652,383,0.431,531,789,0.000,0,0
235,1781507073954557568,Teleoperator,1,235_rgb.jpg,235_a30.jpg,235_a50.jpg,235_a70.jpg,0.000,305,390,0.000,648,379,1.000,498,645,0.341,528,99
236,1781507074204557568,Teleoperator,1,236_rgb.jpg,236_a30.jpg,236_a50.jpg,236_a70.jpg,0.000,308,394,0.000,648,379,0.502,532,751,0.004,531,96
237,1781507074454557568,Teleoperator,1,237_rgb.jpg,237_a30.jpg,237_a50.jpg,237_a70.jpg,0.000,308,394,0.000,652,383,0.380,531,832,0.000,0,0
238,1781507074704557568,Teleoperator,1,238_rgb.jpg,238_a30.jpg,238_a50.jpg,238_a70.jpg,0.000,308,396,0.000,671,401,0.388,531,832,0.000,0,0
239,1781507074954557568,Left,0,239_rgb.jpg,239_a30.jpg,239_a50.jpg,239_a70.jpg,0.945,327,463,0.000,668,398,0.000,492,645,0.365,309,385
240,1781507075204557568,Left,1,240_rgb.jpg,240_a30.jpg,240_a50.jpg,240_a70.jpg,0.949,329,462,0.000,666,396,0.016,489,645,0.380,306,386
241,1781507075454557568,Teleoperator,1,241_rgb.jpg,241_a30.jpg,241_a50.jpg,241_a70.jpg,0.000,307,395,0.000,670,400,0.420,533,829,0.000,0,0
242,1781507075704557568,Teleoperator,1,242_rgb.jpg,242_a30.jpg,242_a50.jpg,242_a70.jpg,0.000,305,393,0.000,670,402,0.416,531,829,0.000,0,0
243,1781507075954557568,Left,0,243_rgb.jpg,243_a30.jpg,243_a50.jpg,243_a70.jpg,0.784,305,458,0.125,801,493,0.000,499,645,0.600,291,431
244,1781507076204557568,Left,0,244_rgb.jpg,244_a30.jpg,244_a50.jpg,244_a70.jpg,0.839,305,455,0.098,804,480,0.000,465,645,0.541,292,415
245,1781507076454557568,Left,0,245_rgb.jpg,245_a30.jpg,245_a50.jpg,245_a70.jpg,0.847,310,458,0.078,802,459,0.000,466,645,0.522,294,415
246,1781507076704557568,Left,0,246_rgb.jpg,246_a30.jpg,246_a50.jpg,246_a70.jpg,0.922,337,447,0.000,676,410,0.000,443,645,0.239,320,379
247,1781507076954557568,Left,0,247_rgb.jpg,247_a30.jpg,247_a50.jpg,247_a70.jpg,0.902,345,434,0.000,671,406,0.000,466,645,0.224,327,357
248,1781507077204557568,Left,0,248_rgb.jpg,248_a30.jpg,248_a50.jpg,248_a70.jpg,0.906,345,434,0.000,670,406,0.000,469,645,0.239,325,352
249,1781507077454557568,Left,0,249_rgb.jpg,249_a30.jpg,249_a50.jpg,249_a70.jpg,0.914,342,441,0.008,803,439,0.000,475,645,0.310,310,368
250,1781507077704557568,Others,0,250_rgb.jpg,250_a30.jpg,250_a50.jpg,250_a70.jpg,0.663,303,451,0.533,807,488,0.000,476,645,0.745,294,470
251,1781507077954557568,Others,0,251_rgb.jpg,251_a30.jpg,251_a50.jpg,251_a70.jpg,0.565,303,460,0.424,806,485,0.000,469,645,0.733,301,506
252,1781507078204557568,Others,0,252_rgb.jpg,252_a30.jpg,252_a50.jpg,252_a70.jpg,0.239,301,460,0.306,796,480,0.000,459,645,0.702,851,532
253,1781507078454557568,Others,0,253_rgb.jpg,253_a30.jpg,253_a50.jpg,253_a70.jpg,0.561,304,455,0.396,806,485,0.000,467,645,0.718,537,105
254,1781507078704557568,Others,0,254_rgb.jpg,254_a30.jpg,254_a50.jpg,254_a70.jpg,0.337,305,452,0.420,807,483,0.000,457,645,0.729,540,107
255,1781507078954557568,Others,0,255_rgb.jpg,255_a30.jpg,255_a50.jpg,255_a70.jpg,0.133,303,456,0.357,804,488,0.000,446,645,0.694,851,529
256,1781507079204557568,Others,0,256_rgb.jpg,256_a30.jpg,256_a50.jpg,256_a70.jpg,0.373,304,448,0.439,806,489,0.000,449,645,0.682,849,518
257,1781507079454557568,Others,0,257_rgb.jpg,257_a30.jpg,257_a50.jpg,257_a70.jpg,0.357,305,452,0.314,807,487,0.000,452,645,0.667,850,530
258,1781507079704557568,Left,0,258_rgb.jpg,258_a30.jpg,258_a50.jpg,258_a70.jpg,0.702,307,454,0.290,804,483,0.000,459,645,0.635,277,440
259,1781507079954557568,Left,0,259_rgb.jpg,259_a30.jpg,259_a50.jpg,259_a70.jpg,0.855,307,452,0.180,802,491,0.000,490,645,0.580,299,407
260,1781507080204557568,Left,0,260_rgb.jpg,260_a30.jpg,260_a50.jpg,260_a70.jpg,0.822,307,451,0.043,784,481,0.000,500,645,0.580,290,414
261,1781507080454557568,Left,0,261_rgb.jpg,261_a30.jpg,261_a50.jpg,261_a70.jpg,0.671,308,447,0.059,807,465,0.000,474,645,0.627,261,428
262,1781507080704557568,Left,0,262_rgb.jpg,262_a30.jpg,262_a50.jpg,262_a70.jpg,0.698,304,456,0.059,805,466,0.000,462,645,0.588,259,436
263,1781507080954557568,Left,0,263_rgb.jpg,263_a30.jpg,263_a50.jpg,263_a70.jpg,0.737,375,449,0.000,673,408,0.000,377,645,0.039,345,209
264,1781507081204557568,Left,0,264_rgb.jpg,264_a30.jpg,264_a50.jpg,264_a70.jpg,0.816,373,452,0.000,671,407,0.000,428,645,0.067,354,373
265,1781507081454557568,Left,0,265_rgb.jpg,265_a30.jpg,265_a50.jpg,265_a70.jpg,0.871,360,470,0.000,673,408,0.000,478,645,0.231,302,416
266,1781507081704557568,Left,0,266_rgb.jpg,266_a30.jpg,266_a50.jpg,266_a70.jpg,0.820,369,455,0.000,672,408,0.000,448,645,0.098,354,380
267,1781507081954557568,Left,0,267_rgb.jpg,267_a30.jpg,267_a50.jpg,267_a70.jpg,0.780,364,446,0.000,673,408,0.000,377,645,0.039,379,252
268,1781507082204557568,Left,0,268_rgb.jpg,268_a30.jpg,268_a50.jpg,268_a70.jpg,0.902,345,451,0.000,672,408,0.000,460,645,0.188,328,368
269,1781507082454557568,Left,0,269_rgb.jpg,269_a30.jpg,269_a50.jpg,269_a70.jpg,0.894,361,465,0.000,672,408,0.000,478,645,0.231,339,390
270,1781507082704557568,Left,1,270_rgb.jpg,270_a30.jpg,270_a50.jpg,270_a70.jpg,0.929,343,459,0.000,673,408,0.000,512,645,0.290,326,380
271,1781507082954557568,Left,1,271_rgb.jpg,271_a30.jpg,271_a50.jpg,271_a70.jpg,0.922,328,442,0.000,673,409,0.133,530,834,0.271,312,361
272,1781507083204557568,Left,1,272_rgb.jpg,272_a30.jpg,272_a50.jpg,272_a70.jpg,0.706,380,448,0.020,794,434,0.000,377,645,0.024,375,270
273,1781507083454557568,Left,1,273_rgb.jpg,273_a30.jpg,273_a50.jpg,273_a70.jpg,0.937,344,437,0.000,667,407,0.039,531,823,0.294,319,354
274,1781507083704557568,Teleoperator,1,274_rgb.jpg,274_a30.jpg,274_a50.jpg,274_a70.jpg,0.000,306,390,0.000,667,407,0.424,532,836,0.000,0,0
275,1781507083954557568,Teleoperator,1,275_rgb.jpg,275_a30.jpg,275_a50.jpg,275_a70.jpg,0.000,305,392,0.000,666,407,0.424,533,836,0.000,0,0
276,1781507084204557568,Left,0,276_rgb.jpg,276_a30.jpg,276_a50.jpg,276_a70.jpg,0.788,308,438,0.141,802,473,0.000,443,645,0.604,242,398
277,1781507084454557568,Left,0,277_rgb.jpg,277_a30.jpg,277_a50.jpg,277_a70.jpg,0.804,304,441,0.090,801,473,0.000,441,645,0.592,242,403
278,1781507084704557568,Left,0,278_rgb.jpg,278_a30.jpg,278_a50.jpg,278_a70.jpg,0.788,303,438,0.192,808,480,0.000,447,645,0.612,242,399
279,1781507084954557568,Left,0,279_rgb.jpg,279_a30.jpg,279_a50.jpg,279_a70.jpg,0.914,327,428,0.008,801,480,0.000,422,645,0.216,325,349
280,1781507085204557568,Left,0,280_rgb.jpg,280_a30.jpg,280_a50.jpg,280_a70.jpg,0.890,340,420,0.000,665,405,0.000,377,645,0.165,327,336
281,1781507085454557568,Left,0,281_rgb.jpg,281_a30.jpg,281_a50.jpg,281_a70.jpg,0.898,323,418,0.008,803,450,0.000,408,645,0.204,275,347
282,1781507085704557568,Left,0,282_rgb.jpg,282_a30.jpg,282_a50.jpg,282_a70.jpg,0.736,302,443,0.086,803,475,0.000,449,645,0.620,243,414
283,1781507085954557568,Left,0,283_rgb.jpg,283_a30.jpg,283_a50.jpg,283_a70.jpg,0.812,304,440,0.067,784,495,0.000,467,645,0.616,242,396
284,1781507086204557568,Left,0,284_rgb.jpg,284_a30.jpg,284_a50.jpg,284_a70.jpg,0.773,302,438,0.082,782,498,0.000,474,645,0.678,244,408
285,1781507086454557568,Left,0,285_rgb.jpg,285_a30.jpg,285_a50.jpg,285_a70.jpg,0.706,302,443,0.063,796,468,0.000,450,645,0.655,211,414
286,1781507086704557568,Right,0,286_rgb.jpg,286_a30.jpg,286_a50.jpg,286_a70.jpg,0.000,302,390,0.733,732,461,0.000,377,645,0.012,746,367
287,1781507086954557568,Right,0,287_rgb.jpg,287_a30.jpg,287_a50.jpg,287_a70.jpg,0.000,301,391,0.859,733,443,0.000,377,645,0.145,749,349
288,1781507087204557568,Right,0,288_rgb.jpg,288_a30.jpg,288_a50.jpg,288_a70.jpg,0.000,305,390,0.835,725,461,0.000,377,645,0.098,744,377
289,1781507087454557568,Right,0,289_rgb.jpg,289_a30.jpg,289_a50.jpg,289_a70.jpg,0.000,303,389,0.769,713,466,0.000,377,645,0.176,659,424
290,1781507087704557568,Right,0,290_rgb.jpg,290_a30.jpg,290_a50.jpg,290_a70.jpg,0.000,302,389,0.804,732,419,0.000,377,645,0.090,747,327
291,1781507087954557568,Right,0,291_rgb.jpg,291_a30.jpg,291_a50.jpg,291_a70.jpg,0.000,302,390,0.859,748,423,0.000,377,645,0.106,750,337
292,1781507088204557568,Right,0,292_rgb.jpg,292_a30.jpg,292_a50.jpg,292_a70.jpg,0.000,303,391,0.894,733,456,0.000,377,645,0.220,763,364
293,1781507088454557568,Left,0,293_rgb.jpg,293_a30.jpg,293_a50.jpg,293_a70.jpg,0.855,345,455,0.055,768,449,0.000,475,645,0.333,298,407
294,1781507088704557568,Left,0,294_rgb.jpg,294_a30.jpg,294_a50.jpg,294_a70.jpg,0.859,360,452,0.000,678,413,0.000,377,645,0.094,338,368
295,1781507088954557568,Left,0,295_rgb.jpg,295_a30.jpg,295_a50.jpg,295_a70.jpg,0.871,360,444,0.000,679,414,0.000,377,645,0.094,327,361
296,1781507089204557568,Left,0,296_rgb.jpg,296_a30.jpg,296_a50.jpg,296_a70.jpg,0.902,358,436,0.000,679,416,0.000,377,645,0.157,331,352
297,1781507089454557568,Left,1,297_rgb.jpg,297_a30.jpg,297_a50.jpg,297_a70.jpg,0.910,344,441,0.000,678,414,0.000,428,645,0.169,326,357
298,1781507089704557568,Teleoperator,1,298_rgb.jpg,298_a30.jpg,298_a50.jpg,298_a70.jpg,0.000,299,391,0.000,681,415,0.439,531,788,0.008,526,99
299,1781507089954557568,Teleoperator,1,299_rgb.jpg,299_a30.jpg,299_a50.jpg,299_a70.jpg,0.000,302,393,0.000,673,414,1.000,464,645,1.000,447,110
300,1781507090204557568,Teleoperator,1,300_rgb.jpg,300_a30.jpg,300_a50.jpg,300_a70.jpg,0.012,418,395,0.000,674,414,1.000,447,645,1.000,447,110
301,1781507090454557568,Teleoperator,1,301_rgb.jpg,301_a30.jpg,301_a50.jpg,301_a70.jpg,0.000,306,395,0.000,674,416,1.000,498,768,0.000,0,0
302,1781507090704557568,Teleoperator,1,302_rgb.jpg,302_a30.jpg,302_a50.jpg,302_a70.jpg,0.000,328,400,0.000,671,415,0.373,530,835,0.000,0,0
303,1781507090954557568,Left,0,303_rgb.jpg,303_a30.jpg,303_a50.jpg,303_a70.jpg,0.949,358,464,0.000,670,414,0.000,530,645,0.384,332,384
304,1781507091204557568,Left,0,304_rgb.jpg,304_a30.jpg,304_a50.jpg,304_a70.jpg,0.922,328,466,0.000,669,411,0.000,538,645,0.471,310,402
305,1781507091454557568,Others,0,305_rgb.jpg,305_a30.jpg,305_a50.jpg,305_a70.jpg,0.357,328,421,0.098,783,495,0.000,441,645,0.706,193,395
306,1781507091704557568,Left,0,306_rgb.jpg,306_a30.jpg,306_a50.jpg,306_a70.jpg,0.878,329,452,0.004,801,452,0.000,445,645,0.404,309,389
307,1781507091954557568,Left,1,307_rgb.jpg,307_a30.jpg,307_a50.jpg,307_a70.jpg,0.918,335,463,0.000,681,412,0.388,528,837,0.404,309,399
308,1781507092204557568,Teleoperator,1,308_rgb.jpg,308_a30.jpg,308_a50.jpg,308_a70.jpg,0.000,328,400,0.000,682,414,0.643,531,719,0.000,0,0
309,1781507092454557568,Left,1,309_rgb.jpg,309_a30.jpg,309_a50.jpg,309_a70.jpg,0.761,356,473,0.000,682,415,0.004,440,645,0.067,304,408
310,1781507092704557568,Left,0,310_rgb.jpg,310_a30.jpg,310_a50.jpg,310_a70.jpg,0.945,327,463,0.000,681,410,0.000,481,645,0.361,311,386
311,1781507092954557568,Right,0,311_rgb.jpg,311_a30.jpg,311_a50.jpg,311_a70.jpg,0.012,302,425,0.808,744,442,0.000,377,645,0.027,749,366
312,1781507093204557568,Right,0,312_rgb.jpg,312_a30.jpg,312_a50.jpg,312_a70.jpg,0.000,300,392,0.859,731,457,0.000,377,645,0.090,748,378
313,1781507093454557568,Right,0,313_rgb.jpg,313_a30.jpg,313_a50.jpg,313_a70.jpg,0.000,302,396,0.902,731,446,0.000,377,645,0.161,740,364
314,1781507093704557568,Right,0,314_rgb.jpg,314_a30.jpg,314_a50.jpg,314_a70.jpg,0.000,296,387,0.800,733,446,0.000,377,645,0.035,747,356
315,1781507093954557568,Right,0,315_rgb.jpg,315_a30.jpg,315_a50.jpg,315_a70.jpg,0.000,296,386,0.800,730,465,0.000,377,645,0.043,722,376
316,1781507094204557568,Right,0,316_rgb.jpg,316_a30.jpg,316_a50.jpg,316_a70.jpg,0.000,299,388,0.867,721,444,0.000,377,645,0.106,739,358
317,1781507094454557568,Right,0,317_rgb.jpg,317_a30.jpg,317_a50.jpg,317_a70.jpg,0.000,297,385,0.847,714,469,0.000,377,645,0.098,723,385
318,1781507094704557568,Right,0,318_rgb.jpg,318_a30.jpg,318_a50.jpg,318_a70.jpg,0.000,298,386,0.784,717,463,0.000,377,645,0.051,723,378
319,1781507094954557568,Right,0,319_rgb.jpg,319_a30.jpg,319_a50.jpg,319_a70.jpg,0.000,298,387,0.851,716,467,0.000,377,645,0.094,718,386
320,1781507095204557568,Right,0,320_rgb.jpg,320_a30.jpg,320_a50.jpg,320_a70.jpg,0.247,300,455,0.827,716,469,0.000,434,645,0.255,277,453
321,1781507095454557568,Left,0,321_rgb.jpg,321_a30.jpg,321_a50.jpg,321_a70.jpg,0.812,302,439,0.071,805,455,0.000,460,645,0.651,238,396
322,1781507095704557568,Others,0,322_rgb.jpg,322_a30.jpg,322_a50.jpg,322_a70.jpg,0.651,304,447,0.035,806,459,0.000,453,645,0.663,261,433
323,1781507095954557568,Left,0,323_rgb.jpg,323_a30.jpg,323_a50.jpg,323_a70.jpg,0.941,328,463,0.000,673,409,0.000,476,645,0.337,306,380
